,popularity,budget,revenue,original_title,cast,director,runtime,genres,production_companies,vote_count,vote_average,release_year,release_day,release_month,season
1968,1.36053,30000000,20348249,The Way Back,Colin Farrell,Peter Weir,133,Drama,Polish Film Institute,246,6.7,2010,Friday,September,Fall
1969,1.348633,32000000,18409891,Repo Men,Jude Law,Miguel Sapochnik,111,Action,Universal Pictures,375,6.1,2010,Thursday,March,Spring
1970,1.344701,7000000,7644937,Last Night,Keira Knightley,Massy Tadjedin,90,Drama,Gaumont,150,6.1,2010,Tuesday,May,Spring
1971,1.325302,117000000,261930431,Knight and Day,Tom Cruise,James Mangold,109,Action,Tree Line Films,1045,5.9,2010,Tuesday,June,Summer
1973,1.271623,60000000,204594016,Eat Pray Love,Julia Roberts,Ryan Murphy,133,Drama,Columbia Pictures,407,5.7,2010,Thursday,August,Summer
1974,1.271367,1000000,12355734,Blue Valentine,Ryan Gosling,Derek Cianfrance,112,Drama,Hunting Lane Films,530,6.9,2010,Monday,December,Winter
1975,1.255298,40000000,136000000,The Bounty Hunter,Gerard Butler,Andy Tennant,110,Action,Columbia Pictures,553,5.5,2010,Tuesday,March,Spring
1976,1.2347,19000000,29922472,Leap Year,Amy Adams,Anand Tucker,100,Romance,Universal Pictures,283,6.3,2010,Friday,January,Winter
1977,1.206958,100000000,94882889,Green Zone,Matt Damon,Paul Greengrass,115,Action,Universal Pictures,445,6.3,2010,Thursday,March,Spring
1979,1.2028450000000002,35000000,77477008,The Back-Up Plan,Jennifer Lopez,Alan Poul,106,Comedy,Escape Artists,290,5.7,2010,Friday,April,Spring
1981,1.147365,19000000,49830607,The Switch,Jason Bateman,Josh Gordon|Will Speck,101,Comedy,Mandate Pictures,388,5.8,2010,Tuesday,May,Spring
1983,1.1458059999999999,52000000,216485654,Valentine's Day,Jessica Alba,Garry Marshall,125,Comedy,New Line Cinema,675,5.6,2010,Wednesday,February,Winter
1984,1.1383889999999999,25000000,36993168,Don't Be Afraid of the Dark,Katie Holmes,Troy Nixey,99,Fantasy,Miramax Films,186,5.4,2010,Saturday,November,Fall
1986,1.1343969999999999,20000000,136150434,Saw 3D,Tobin Bell,Kevin Greutert,90,Horror,Lionsgate,397,5.8,2010,Thursday,October,Fall
1987,1.125831,40000000,357852395,The Karate Kid,Jaden Smith,Harald Zwart,140,Action,Columbia Pictures,1019,6.1,2010,Thursday,June,Summer
1988,1.119731,65000000,211780824,Due Date,Zach Galifianakis,Todd Phillips,95,Comedy,Legendary Pictures,1015,6.2,2010,Thursday,November,Fall
1989,1.1114870000000001,8000000,3453043,Wild Target,Bill Nighy,Jonathan Lynn,98,Action,Matador Pictures,101,6.1,2010,Thursday,June,Summer
1990,1.107689,52000000,52615806,From Paris with Love,John Travolta,Pierre Morel,92,Action,ApipoulaÃ¯,432,6.1,2010,Friday,February,Winter
1992,1.084894,8000000,6491240,It's Kind of a Funny Story,Keir Gilchrist,Anna Boden|Ryan Fleck,101,Comedy,Focus Features,364,6.9,2010,Tuesday,July,Summer
1993,1.078211,30000000,51148651,The Next Three Days,Russell Crowe,Paul Haggis,133,Romance,Lionsgate,570,6.8,2010,Thursday,November,Fall
1994,1.074308,35000000,115664037,A Nightmare on Elm Street,Jackie Earle Haley,Samuel Bayer,95,Horror,New Line Cinema,423,5.5,2010,Friday,April,Spring
1995,1.065023,25000000,23580000,The Losers,Jeffrey Dean Morgan,Sylvain White,97,Action,DC Comics,298,6.2,2010,Friday,April,Spring
1996,1.054685,25000000,9190869,The Fighter,Mark Wahlberg,David O. Russell,116,Drama,Paramount Pictures,965,7.1,2010,Friday,December,Winter
1997,1.047978,40000000,90029656,Get Him to the Greek,Jonah Hill,Nicholas Stoller,109,Comedy,Universal Pictures,359,5.9,2010,Friday,June,Summer
1999,1.023117,47000000,10539000,Jonah Hex,Josh Brolin,Jimmy Hayward,80,Action,Warner Bros.,252,4.4,2010,Friday,June,Summer
2003,1.004446,20000000,80547866,Vampires Suck,Chris Riggi,Jason Friedberg|Aaron Seltzer,82,Horror,20th Century Fox,177,4.3,2010,Wednesday,August,Summer
2004,1.003782,2000000,7871522,Inside Job,Matt Damon,Charles Ferguson,109,Documentary,Sony Pictures Classics,171,7.6,2010,Friday,October,Fall
2005,0.997641,75000000,98159963,Killers,Katherine Heigl,Robert Luketic,100,Action,Katalyst Films,530,5.7,2010,Friday,June,Summer
2006,0.992107,26000000,67918658,Legion,Paul Bettany,Scott Stewart,100,Horror,Bold Films,376,5.0,2010,Thursday,January,Winter
2010,0.981468,35000000,93246388,Nanny McPhee and the Big Bang,Emma Thompson,Susanna White,109,Fantasy,Universal Pictures,228,6.0,2010,Friday,March,Spring
2011,0.944055,36000000,64572262,Hot Tub Time Machine,John Cusack,Steve Pink,101,Science Fiction,United Artists,550,5.9,2010,Friday,March,Spring
2013,0.9196350000000001,20000000,24145613,Let Me In,Kodi Smit-McPhee,Matt Reeves,116,Drama,Hammer Film Productions,353,6.6,2010,Friday,October,Fall
2014,0.918093,14000000,1755212,Flipped,Madeline Carroll,Rob Reiner,90,Comedy,Castle Rock Entertainment,259,7.2,2010,Friday,August,Summer
2015,0.914278,80000000,140073390,Legend of the Guardians: The Owls of Ga'Hoole,Emily Barclay,Zack Snyder,97,Animation,Village Roadshow Pictures,471,6.5,2010,Saturday,July,Summer
2016,0.912689,32000000,69055695,Takers,Chris Brown,John Luessenhop,107,Action,Rainforest Films,248,6.1,2010,Thursday,August,Summer
2017,0.912122,55000000,89519773,Burlesque,Cher,Steve Antin,119,Drama,Bedford Falls Productions,341,6.8,2010,Tuesday,November,Fall
2018,0.8923559999999989,15000000,4882577,The Company Men,Ben Affleck,John Wells,104,Drama,Spring Creek Productions,133,6.4,2010,Thursday,October,Fall
2019,0.8785290000000001,32000000,42045846,Going the Distance,Drew Barrymore,Nanette Burstein,102,Comedy,New Line Cinema,172,6.0,2010,Wednesday,September,Fall
2022,0.875432,3000000,177512032,Paranormal Activity 2,Katie Featherston,Tod Williams,91,Horror,Paramount Pictures,421,5.7,2010,Wednesday,October,Fall
2023,0.856916,15000000,9455232,Never Let Me Go,Carey Mulligan,Mark Romanek,104,Drama,Fox Searchlight Pictures,414,6.7,2010,Wednesday,September,Fall
2027,0.8391069999999989,30000000,55583804,Cop Out,Bruce Willis,Kevin Smith,107,Action,Warner Bros.,310,5.5,2010,Friday,February,Winter
2029,0.827664,500000,4242978,Monsters,Whitney Able,Gareth Edwards,94,Drama,Vertigo Entertainment,328,6.3,2010,Friday,June,Summer
2031,0.82289,38000000,105610124,Life as We Know It,Katherine Heigl,Greg Berlanti,115,Comedy,Josephson Entertainment,516,6.5,2010,Friday,October,Fall
2032,0.804348,12000000,6814789,Centurion,Michael Fassbender,Neil Marshall,97,Drama,PathÃ© Pictures International,198,5.7,2010,Monday,February,Winter
2033,0.802711,3200000,5332926,Beginners,Ewan McGregor,Mike Mills,105,Drama,Olympus Pictures,204,6.8,2010,Saturday,September,Fall
2036,0.7948850000000001,22000000,851517,Shelter,Julianne Moore,BjÃ¶rn Stein|MÃ¥ns MÃ¥rlind,112,Horror,NALA Films,112,5.5,2010,Saturday,March,Spring
2037,0.791799,22000000,9479718,Stone,Frances Conroy,John Curran,105,Drama,Stone Productions,97,4.9,2010,Thursday,October,Fall
2040,0.78688,24000000,83188165,Piranha 3D,Elisabeth Shue,Alexandre Aja,88,Comedy,The Weinstein Company,306,5.2,2010,Friday,August,Summer
2041,0.7784399999999989,40000000,58785180,Morning Glory,Rachel McAdams,Roger Michell,102,Comedy,Bad Robot,246,6.1,2010,Tuesday,January,Winter
2042,0.773316,12500000,6732980,Conviction,Hilary Swank,Tony Goldwyn,107,Drama,Oceana Media Finance,87,7.0,2010,Saturday,September,Fall
2044,0.761889,1800000,67738090,The Last Exorcism,Ashley Bell,Daniel Stamm,87,Horror,Strike Entertainment,179,5.4,2010,Friday,August,Summer
2047,0.7541680000000001,22000000,24188922,Fair Game,Naomi Watts,Doug Liman,108,Drama,River Road Entertainment,129,6.4,2010,Thursday,May,Spring
2048,0.745434,10000000,498974,The Ward,Lyndsy Fonseca,John Carpenter,88,Horror,North by Northwest Entertainment,166,5.9,2010,Monday,September,Fall
2050,0.740867,1987650,19152480,Buried,Ryan Reynolds,Rodrigo CortÃ©s,94,Drama,Studio 37,458,6.5,2010,Friday,September,Fall
2051,0.73988,69000000,86387857,Dinner for Schmucks,Steve Carell,Jay Roach,114,Comedy,Paramount Pictures,324,5.4,2010,Friday,July,Summer
2055,0.68633,4000000,34705850,The Kids Are All Right,Julianne Moore,Lisa Cholodenko,106,Comedy,Mandalay Vision,280,6.4,2010,Friday,July,Summer
2057,0.671484,10000000,66821036,Skyline,Eric Balfour,Colin Strause|Greg Strause,100,Science Fiction,Rogue Pictures,304,4.7,2010,Thursday,November,Fall
2058,0.670027,20000000,45636368,The Debt,Helen Mirren,John Madden,113,Drama,Miramax Films,147,6.1,2010,Sunday,April,Spring
2062,0.659749,2000000,13831503,Winter's Bone,Jennifer Lawrence,Debra Granik,100,Drama,Anonymous Content,289,6.7,2010,Friday,June,Summer
2065,0.655878,85000000,112483764,Cats & Dogs 2 : The Revenge of Kitty Galore,James Marsden,Brad Peyton,82,Comedy,Village Roadshow Pictures,60,5.0,2010,Friday,July,Summer
2067,0.649289999999999,10000000,6110000,MacGruber,Will Forte,Jorma Taccone,90,Action,Relativity Media,95,5.2,2010,Friday,May,Spring
2071,0.640576,120000000,48668907,How Do You Know,Reese Witherspoon,James L. Brooks,121,Comedy,Columbia Pictures,136,4.9,2010,Friday,December,Winter
2077,0.619772,500000,98017,Rubber,Thomas F. Duffy,Quentin Dupieux,85,Comedy,Canal+,140,5.6,2010,Friday,July,Summer
2080,0.61643,20000000,49779728,She's Out of My League,Alice Eve,Jim Field Smith,104,Comedy,DreamWorks SKG,318,5.9,2010,Thursday,March,Spring
2085,0.599676,25000000,4644108,London Boulevard,Keira Knightley,William Monahan,103,Drama,GK Films,151,5.5,2010,Wednesday,November,Fall
2091,0.591206,25000000,15478800,The Conspirator,Evan Rachel Wood,Robert Redford,122,Crime,Wildwood Enterprises,78,5.9,2010,Friday,September,Fall
2096,0.564203,7000000,382946,Hesher,Joseph Gordon-Levitt,Spencer Susser,106,Drama,DRO Entertainment,104,6.2,2010,Friday,January,Winter
2103,0.535535,70000000,134748021,Wall Street: Money Never Sleeps,Michael Douglas,Oliver Stone,133,Drama,Twentieth Century Fox Film Corporation,325,5.8,2010,Thursday,September,Fall
2117,0.513857,5000000,2614773,Everything Must Go,Rebecca Hall,Dan Rush,97,Comedy,Birdsong Pictures,111,5.8,2010,Friday,October,Fall
2125,0.495162,20000000,39300000,Alpha and Omega,Hayden Panettiere,Anthony Bell|Ben Gluck,88,Family,Lions Gate Family Entertainment,84,5.5,2010,Friday,September,Fall
2134,0.470249,80000000,201584141,Yogi Bear,Dan Aykroyd,Eric Brevig,80,Comedy,De Line Pictures,146,5.1,2010,Saturday,December,Winter
2142,0.44389300000000004,2500000,324138,Super,Rainn Wilson,James Gunn,96,Comedy,This Is That Productions,211,6.6,2010,Thursday,September,Fall
2158,0.406941,15000000,20529194,Country Strong,Gwyneth Paltrow,Shana Feste,117,Drama,Maguire Entertainment,49,5.9,2010,Wednesday,December,Winter
2164,0.39362600000000003,27000000,16504936,"Tomorrow, When the War Began",Caitlin Stasey,Stuart Beattie,103,Action,Omnilab Media,112,6.5,2010,Sunday,August,Summer
2173,0.368927,10000000,33583175,Devil,Chris Messina,John Erick Dowdle,80,Horror,Universal Pictures,433,5.6,2010,Wednesday,January,Winter
2191,0.332904,100000,1000000,Halo Legends,Andy McAvin,Shinji Aramaki|Hideki Futamura,93,Action,Microsoft,19,7.2,2010,Tuesday,February,Winter
2193,0.328667,30000000,8454301,Barney's Version,Paul Giamatti,Richard J. Lewis,134,Comedy,Serendipity Point Films,70,6.9,2010,Tuesday,October,Fall
2202,0.315527,4000000,55125,Dirty Girl,Juno Temple,Abe Sylvia,90,Drama,iDeal Partners Film Fund,36,6.2,2010,Sunday,September,Fall
2207,0.346071,30000,3045943,Catfish,Megan Faccio,Henry Joost|Ariel Schulman,87,Documentary,Hit the Ground Running Films,125,6.4,2010,Friday,September,Fall
2208,0.302377,35000000,39340177,Furry Vengeance,Brendan Fraser,Roger Kumble,92,Comedy,Summit Entertainment,75,4.7,2010,Friday,April,Spring
2209,0.301054,12500000,1083683,Casino Jack,Kevin Spacey,George Hickenlooper,108,Crime,An Olive Branch Productions,43,6.0,2010,Thursday,September,Fall
2220,0.28324099999999997,20000000,4634062,Dylan Dog: Dead of Night,Brandon Routh,Kevin Munroe,107,Action,Hyde Park Films,69,4.9,2010,Tuesday,October,Fall
2227,0.275607,30000,617000,Howl,James Franco,Rob Epstein|Jeffrey Friedman,84,Drama,RabbitBandini Productions,45,6.8,2010,Thursday,August,Summer
2228,0.27519,3000000,103735,Freakonomics,Zoe Sloane,Alex Gibney|Rachel Grady|Heidi Ewing|Seth Gordon|Eugene Jarecki|Morgan Spurlock,93,Documentary,Chad Troutwine Films,25,6.7,2010,Friday,October,Fall
2230,0.271381,12500000,3878993,The Perfect Game,"Clifton Collins, Jr.",William Dear,118,Drama,HighRoad Entertainment,12,5.7,2010,Thursday,April,Spring
2237,0.2596,650000,33245,Stake Land,Danielle Harris,Jim Mickle,98,Drama,Glass Eye Pix,143,6.2,2010,Thursday,September,Fall
2244,0.25054,425000000,11087569,The Warrior's Way,Kate Bosworth,Sngmoo Lee,100,Adventure,Boram Entertainment Inc.,74,6.4,2010,Thursday,December,Winter
2254,0.24154099999999998,10000000,55089,Inhale,Rosanna Arquette,Baltasar KormÃ¡kur,100,Drama,26 Films,21,5.9,2010,Friday,August,Summer
2255,0.24040300000000003,967686,4270000,Four Lions,Riz Ahmed,Chris Morris,101,Comedy,Film4,262,7.0,2010,Friday,May,Spring
2275,0.21650300000000003,1500000,187716,Waste Land,Vik Muniz,Lucy Walker,90,Documentary,O2 Filmes,23,7.8,2010,Sunday,January,Winter
2277,0.214381,7000000,453079,The Extra Man,Kevin Kline,Shari Springer Berman|Robert Pulcini,108,Comedy,Wild Bunch,18,5.9,2010,Sunday,August,Summer
2343,0.131526,60000000,296221663,Resident Evil: Afterlife,Milla Jovovich,Paul W.S. Anderson,97,Action,Impact Pictures,882,5.8,2010,Thursday,September,Fall
2359,0.27632199999999996,10000000,1068682,Vanishing on 7th Street,Hayden Christensen,Brad Anderson,92,Drama,Plum Pictures,83,4.8,2010,Saturday,September,Fall
2387,0.06324,35000000,60251371,Secretariat,Diane Lane,Randall Wallace,123,Drama,Walt Disney Pictures,52,6.6,2010,Friday,August,Summer
2398,0.028456,3,43,Boy,James Rolleston,Taika Waititi,87,Drama,New Zealand Film Commission,26,7.3,2010,Sunday,February,Winter
2409,8.947905,63000000,100853753,Fight Club,Edward Norton,David Fincher,139,Drama,Regency Enterprises,5923,8.1,1999,Thursday,October,Fall
2410,7.7538990000000005,63000000,463517383,The Matrix,Keanu Reeves,Lilly Wachowski|Lana Wachowski,136,Action,Village Roadshow Pictures,6351,7.8,1999,Tuesday,March,Spring
2411,3.5557199999999907,15000000,356296601,American Beauty,Kevin Spacey,Sam Mendes,122,Drama,DreamWorks SKG,1756,7.7,1999,Wednesday,September,Fall
2412,3.5260290000000003,115000000,924317558,Star Wars: Episode I - The Phantom Menace,Liam Neeson,George Lucas,136,Adventure,Lucasfilm,2823,6.3,1999,Wednesday,May,Spring
2413,2.94377,80000000,415885488,The Mummy,Brendan Fraser,Stephen Sommers,124,Adventure,Universal Pictures,1562,6.3,1999,Thursday,May,Spring
2414,2.719461,60000000,284600000,The Green Mile,Tom Hanks,Frank Darabont,189,Fantasy,Castle Rock Entertainment,2299,8.0,1999,Friday,December,Winter
2416,2.129874,135000000,361832400,The World Is Not Enough,Pierce Brosnan,Michael Apted,128,Adventure,Eon Productions,509,6.0,1999,Monday,November,Fall
2421,1.820318,66000000,212404396,Entrapment,Sean Connery,Jon Amiel,112,Romance,Fountainbridge Films,355,5.9,1999,Friday,April,Spring
2422,1.810197,90000000,485015179,Toy Story 2,Tom Hanks,John Lasseter|Lee Unkrich|Ash Brannon,92,Animation,Walt Disney Pictures,2272,7.2,1999,Saturday,October,Fall
2424,1.72385,42000000,363889678,Notting Hill,Julia Roberts,Roger Michell,124,Comedy,Bookshop Productions,688,6.8,1999,Thursday,May,Spring
2426,1.43163,2000000,11540607,Boys Don't Cry,Hilary Swank,Kimberly Peirce,118,Crime,Fox Searchlight Pictures,170,7.0,1999,Thursday,September,Fall
2429,1.329827,65000000,162091208,Eyes Wide Shut,Tom Cruise,Stanley Kubrick,159,Drama,Hobby Films,623,6.8,1999,Wednesday,July,Summer
2436,1.17388799999999,100000000,211989043,End of Days,Arnold Schwarzenegger,Peter Hyams,121,Action,Beacon Communications,247,5.4,1999,Tuesday,November,Fall
2437,1.152354,24000000,88545092,The Cider House Rules,Tobey Maguire,Lasse HallstrÃ¶m,126,Drama,Nina Saxon Film Design,145,6.6,1999,Friday,December,Winter
2445,0.992316,6000000,30471,The Boondock Saints,Willem Dafoe,Troy Duffy,108,Action,Franchise Pictures,521,7.1,1999,Friday,January,Winter
2447,0.9412020000000001,6000000,10409377,The Virgin Suicides,James Woods,Sofia Coppola,97,Drama,American Zoetrope,460,7.0,1999,Wednesday,April,Spring
2449,0.9346209999999999,25000,248000000,The Blair Witch Project,Heather Donahue,Daniel Myrick|Eduardo SÃ¡nchez,81,Horror,Artisan Entertainment,522,6.3,1999,Wednesday,July,Summer
2456,0.82073,10000000,30652890,Dogma,Ben Affleck,Kevin Smith,130,Fantasy,Lions Gate,472,6.6,1999,Friday,November,Fall
2469,0.682531,37000000,48451803,Magnolia,Julianne Moore,Paul Thomas Anderson,188,Drama,New Line Cinema,430,7.3,1999,Wednesday,December,Winter
2472,0.6403310000000001,40000000,128798265,The Talented Mr. Ripley,Matt Damon,Anthony Minghella,139,Thriller,Paramount Pictures,435,6.9,1999,Saturday,December,Winter
2483,0.581756,82000000,47434430,Man on the Moon,Jim Carrey,MiloÅ¡ Forman,118,Comedy,Mutual Film Company,226,6.6,1999,Wednesday,December,Winter
2514,0.382872,23000000,18653615,Anywhere But Here,Susan Sarandon,Wayne Wang,114,Drama,Twentieth Century Fox Film Corporation,42,5.9,1999,Friday,November,Fall
2633,8.575419,93000000,871368364,The Lord of the Rings: The Fellowship of the Ring,Elijah Wood,Peter Jackson,178,Adventure,WingNut Films,6079,7.8,2001,Tuesday,December,Winter
2634,8.021423,125000000,976475550,Harry Potter and the Philosopher's Stone,Daniel Radcliffe,Chris Columbus,152,Adventure,1492 Pictures,4265,7.2,2001,Friday,November,Fall
2637,3.204295,115000000,562816256,"Monsters, Inc.",John Goodman,Lee Unkrich|David Silverman|Pete Docter,92,Fantasy,Walt Disney Pictures,3899,7.3,2001,Thursday,November,Fall
2639,2.9185659999999998,60000000,484409218,Shrek,Mike Myers,Andrew Adamson|Vicky Jenson,90,Adventure,DreamWorks SKG,2284,7.1,2001,Wednesday,May,Spring
2641,2.642249,85000000,450717150,Ocean's Eleven,George Clooney,Steven Soderbergh,116,Thriller,Village Roadshow Pictures,2645,7.0,2001,Friday,December,Winter
2644,2.2172389999999997,120000000,186053725,Atlantis: The Lost Empire,Michael J. Fox,Gary Trousdale|Kirk Wise,95,Animation,Walt Disney Pictures,689,6.5,2001,Saturday,June,Summer
2646,2.169826,60000000,313542341,A Beautiful Mind,Russell Crowe,Ron Howard,135,Drama,Imagine Entertainment,1786,7.5,2001,Tuesday,December,Winter
2666,1.134012,60000000,93375151,Cats & Dogs,Jeff Goldblum,Lawrence Guterman,87,Comedy,Village Roadshow Pictures,182,5.0,2001,Wednesday,July,Summer
2675,0.9769969999999999,30000000,17833000,AntiTrust,Ryan Phillippe,Peter Howitt,108,Action,Industry Entertainment,82,5.6,2001,Friday,January,Winter
2701,0.676114,48000000,50315140,K-PAX,Jeff Bridges,Iain Softley,120,Drama,Intermedia Films,330,7.0,2001,Monday,October,Fall
2709,0.612923,53000000,29700000,Angel Eyes,Jennifer Lopez,Luis Mandoki,102,Drama,Warner Bros. Pictures,51,5.6,2001,Tuesday,May,Spring
2728,0.510452,50000000,79958599,Exit Wounds,Steven Seagal,Andrzej Bartkowiak,101,Action,NPV Entertainment,52,5.0,2001,Tuesday,March,Spring
2731,0.499301,12000000,31155435,How High,Method Man,Jesse Dylan,93,Comedy,Universal Pictures,126,6.5,2001,Friday,December,Winter
2742,0.451722,28000000,14010832,Ghosts of Mars,Natasha Henstridge,John Carpenter,98,Action,Screen Gems,135,4.6,2001,Friday,August,Summer
2747,0.439101,75000000,13596911,Osmosis Jones,Chris Rock,Bobby Farrelly|Peter Farrelly,95,Adventure,Conundrum Entertainment,128,5.6,2001,Tuesday,August,Summer
2754,0.40848,6000000,705308,Human Nature,Patricia Arquette,Michel Gondry,96,Drama,Fine Line Features,30,5.7,2001,Friday,May,Spring
2766,0.37985599999999997,15000000,12000000,Knockaround Guys,Barry Pepper,Brian Koppelman|David Levien,92,Crime,Lawrence Bender Productions,46,5.7,2001,Friday,September,Fall
2794,0.274314,5000000,295206,Wet Hot American Summer,Janeane Garofalo,David Wain,97,Comedy,Eureka Pictures,163,6.5,2001,Friday,July,Summer
2875,8.46666799999999,185000000,1001921825,The Dark Knight,Christian Bale,Christopher Nolan,152,Drama,DC Comics,8432,8.1,2008,Wednesday,July,Summer
2876,5.678119000000001,180000000,521311860,WALLÂ·E,Ben Burtt,Andrew Stanton,98,Animation,Walt Disney Pictures,4209,7.6,2008,Sunday,June,Summer
2877,4.977955000000001,140000000,585174222,Iron Man,Robert Downey Jr.,Jon Favreau,126,Action,Marvel Studios,6220,7.3,2008,Wednesday,April,Spring
2879,3.16167,185000000,786636033,Indiana Jones and the Kingdom of the Crystal Skull,Harrison Ford,Steven Spielberg,122,Adventure,Lucasfilm,1537,5.6,2008,Wednesday,May,Spring
2880,3.1076650000000003,37000000,392616625,Twilight,Kristen Stewart,Catherine Hardwicke,122,Adventure,Summit Entertainment,2013,5.8,2008,Thursday,November,Fall
2881,3.0866759999999998,200000000,586090727,Quantum of Solace,Daniel Craig,Marc Forster,106,Adventure,Eon Productions,2149,6.0,2008,Thursday,October,Fall
2882,3.036644,130000000,631744560,Kung Fu Panda,Jack Black,Mark Osborne|John Stevenson,90,Animation,DreamWorks Animation,1938,6.8,2008,Wednesday,June,Summer
2883,2.90047,19000000,18755936,Sex Drive,Josh Zuckerman,Sean Anders,109,Comedy,"Summit Entertainment, LLC",167,5.9,2008,Thursday,October,Fall
2885,2.5373419999999998,150000000,333932083,The Curious Case of Benjamin Button,Cate Blanchett,David Fincher,166,Fantasy,Paramount Pictures,1899,7.2,2008,Monday,November,Fall
2888,2.2453060000000002,33000000,269958228,Gran Torino,Clint Eastwood,Clint Eastwood,116,Drama,Village Roadshow Pictures,1809,7.6,2008,Tuesday,December,Winter
2889,2.217084,150000000,603900354,Madagascar: Escape 2 Africa,Ben Stiller,Eric Darnell|Tom McGrath,89,Family,DreamWorks Animation,1147,6.1,2008,Thursday,October,Fall
2891,2.017536,85000000,222231186,Jumper,Hayden Christensen,Doug Liman,88,Adventure,Dune Entertainment,1082,5.9,2008,Sunday,February,Winter
2893,1.982998,75000000,258270008,Wanted,Angelina Jolie,Timur Bekmambetov,110,Action,Universal Pictures,1670,6.3,2008,Thursday,June,Summer
2895,1.929591,15000000,377910544,Slumdog Millionaire,Dev Patel,Danny Boyle|Loveleen Tandan,120,Drama,Celador Films,1547,7.5,2008,Monday,May,Spring
2899,1.800286,150000000,624029371,Hancock,Will Smith,Peter Berg,92,Fantasy,Columbia Pictures,1764,6.0,2008,Tuesday,July,Summer
2900,1.742288,15000000,42000000,The Hurt Locker,Jeremy Renner,Kathryn Bigelow,131,Drama,Summit Entertainment,1207,7.2,2008,Friday,October,Fall
2903,1.622426,92000000,188072649,Tropic Thunder,Ben Stiller,Ben Stiller,107,Action,DreamWorks SKG,970,6.4,2008,Saturday,August,Summer
2905,1.6106200000000002,12500000,20416563,The Boy in the Striped Pyjamas,Vera Farmiga,Mark Herman,94,War,Miramax Films,746,7.6,2008,Wednesday,May,Spring
2906,1.605544,50000000,113244290,Rambo,Sylvester Stallone,Sylvester Stallone,92,Action,Rogue Marble,570,6.2,2008,Thursday,January,Winter
2907,1.5830790000000001,45000000,73762516,Death Race,Jason Statham,Paul W.S. Anderson,105,Action,Universal Pictures,743,5.9,2008,Friday,August,Summer
2911,1.531599,55000000,168167691,Seven Pounds,Will Smith,Gabriele Muccino,123,Drama,Columbia Pictures,1235,7.4,2008,Thursday,December,Winter
2912,1.499784,25000000,170764026,Cloverfield,Lizzy Caplan,Matt Reeves,85,Action,Paramount Pictures,1373,6.4,2008,Tuesday,January,Winter
2913,1.480497,150000000,309979994,Bolt,John Travolta,Chris Williams|Byron Howard,96,Animation,Walt Disney Pictures,1119,6.3,2008,Thursday,November,Fall
2914,1.4759879999999999,30000000,105173115,Forgetting Sarah Marshall,Jason Segel,Nicholas Stoller,111,Comedy,Universal Pictures,750,6.3,2008,Thursday,April,Spring
2917,1.462242,60000000,244082376,Marley & Me,Owen Wilson,David Frankel,115,Comedy,Sunswept Entertainment,820,6.8,2008,Thursday,December,Winter
2920,1.400898,30000000,160259319,27 Dresses,Katherine Heigl,Anne Fletcher,111,Comedy,Spyglass Entertainment,610,6.1,2008,Thursday,January,Winter
2921,1.380024,60000000,57490374,Inkheart,Brendan Fraser,Iain Softley,106,Adventure,New Line Cinema,302,5.8,2008,Thursday,December,Winter
2922,1.3772389999999999,35000000,69823199,21,Jim Sturgess,Robert Luketic,123,Drama,Columbia Pictures,907,6.5,2008,Thursday,March,Spring
2926,1.34132,70000000,111231041,Fool's Gold,Matthew McConaughey,Andy Tennant,112,Comedy,De Line Pictures,281,5.3,2008,Thursday,February,Winter
2927,1.300453,20000000,41627431,Never Back Down,Sean Faris,Jeff Wadlow,115,Drama,Summit Entertainment,276,6.5,2008,Tuesday,March,Spring
2928,1.273395,27000000,101624843,Pineapple Express,Seth Rogen,David Gordon Green,111,Action,Columbia Pictures,719,6.6,2008,Wednesday,August,Summer
2929,1.254928,6000000,44703995,The Wrestler,Mickey Rourke,Darren Aronofsky,109,Drama,Saturn Films,539,7.0,2008,Sunday,September,Fall
2931,1.210534,20500000,10089373,Punisher: War Zone,Ray Stevenson,Lexi Alexander,102,Action,Lionsgate,147,5.5,2008,Friday,December,Winter
2932,1.172718,35000000,85416905,Max Payne,Mark Wahlberg,John Moore,100,Action,Dune Entertainment,359,5.3,2008,Thursday,October,Fall
2934,1.14205499999999,40000000,151161491,Vantage Point,Dennis Quaid,Pete Travis,90,Drama,Columbia Pictures,455,6.2,2008,Friday,February,Winter
2935,1.133017,24000000,42105111,Zack and Miri Make a Porno,Seth Rogen,Kevin Smith,102,Comedy,Blue Askew,439,6.0,2008,Thursday,September,Fall
2936,1.1214870000000001,80000000,230685453,Get Smart,Steve Carell,Peter Segal,110,Action,Village Roadshow Pictures,637,5.9,2008,Thursday,June,Summer
2942,1.0647659999999999,70000000,72108608,Babylon A.D.,Vin Diesel,Mathieu Kassovitz,101,Action,StudioCanal,436,5.4,2008,Wednesday,August,Summer
2944,1.054819,15000000,32002538,In Bruges,Colin Farrell,Martin McDonagh,107,Comedy,Blueprint Pictures,794,7.3,2008,Friday,February,Winter
2945,1.043504,55000000,113020255,Changeling,Angelina Jolie,Clint Eastwood,141,Crime,Imagine Entertainment,642,7.1,2008,Wednesday,January,Winter
2947,1.01377,12000000,43493123,Harold & Kumar Escape from Guantanamo Bay,John Cho,Jon Hurwitz|Hayden Schlossberg,107,Comedy,New Line Cinema,317,6.0,2008,Friday,April,Spring
